timestamp,ambient_temp,solar_irradiance_w_m2,price,load,internal_gains_w,solar_gains_w,wind_speed_m_s
2024-01-01 00:00:00,10.0,0.0,0.3608127871038448,200.0,0.0,0.0,0.0
2024-01-01 00:15:00,10.660905843256995,52.872467460559555,0.38432420894419395,200.65591183436766,0.0,66.09058432569945,0.1321811686513989
2024-01-01 00:30:00,11.31892171342069,105.51373707365512,0.37226992627584254,202.62077920190745,0.0,131.8921713420689,0.2637843426841378
2024-01-01 00:45:00,11.971170274514803,157.69362196118425,0.3834496228081785,205.88601023755717,0.0,197.11702745148034,0.39423405490296065
2024-01-01 01:00:00,12.614799409538197,209.1839527630558,0.37536805743296053,210.43732691679537,0.0,261.4799409538198,0.5229598819076395
2024-01-01 01:15:00,13.246994692046835,259.7595753637468,0.38043254023496,216.2548274898096,0.0,324.6994692046835,0.649398938409367
2024-01-01 01:30:00,13.864991692924523,309.19933543396183,0.3515974941831604,223.31307350678458,0.0,386.4991692924523,0.7729983385849045
2024-01-01 01:45:00,14.466088068528066,357.2870454822453,0.3439268635666344,231.581201053771,0.0,446.6088068528066,0.8932176137056131
2024-01-01 02:00:00,15.047655377348438,403.812430187875,0.35285446471673787,241.02305571272774,0.0,504.7655377348438,1.0095310754696876
2024-01-01 02:15:00,15.607150573516726,448.57204588133817,0.3284490752971731,251.5973506555939,0.0,560.7150573516727,1.1214301147033454
2024-01-01 02:30:00,16.14212712689668,491.37017015173427,0.3463049059773687,263.2578471810819,0.0,614.2127126896678,1.2284254253793356
2024-01-01 02:45:00,16.650245721138482,532.0196576910786,0.3358536146997583,275.9535569047539,0.0,665.0245721138482,1.3300491442276965
2024-01-01 03:00:00,17.12928448291397,570.3427586331177,0.31252390341117525,289.6289647182534,0.0,712.9284482913971,1.4258568965827942
2024-01-01 03:15:00,17.57714869760335,606.1718958082678,0.3368038781178701,304.2242715427493,0.0,757.7148697603348,1.5154297395206695
2024-01-01 03:30:00,17.99187996894925,639.3503975159399,0.29838648762253217,319.6756558150924,0.0,799.1879968949248,1.5983759937898496
2024-01-01 03:45:00,18.371664782625288,669.7331826100229,0.29734102530289563,335.91555256327194,0.0,837.1664782625287,1.6743329565250573
2024-01-01 04:00:00,18.714842436272775,697.1873949018218,0.27967418572499153,352.8729488508476,0.0,871.4842436272772,1.7429684872545546
2024-01-01 04:15:00,19.01991230132959,721.5929841063671,0.28626293983795215,370.47369429845196,0.0,901.9912301329589,1.8039824602659178
